enemyGroupId,stageId,groupName,themeTag,groupRole,normalEnemyRef,supportEnemyRef,spawnBatchSize,spawnOriginRule,maxAliveNormal,maxAliveSupport,pressureIntent,notes
hs_early_01_w01_open,HS_EARLY_01,开场探压群,thunder_chain,opening,雷羽玄鹏,逐雷鹏将,3,edge_ring,14,0,建立第一波压迫，帮助玩家尽快拿到前几级经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w02_stable,HS_EARLY_01,稳定推进群,thunder_chain,stable,雷羽玄鹏,逐雷鹏将,3,edge_ring,16,0,保持基础压迫，鼓励玩家继续走位拾取经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w03_mix,HS_EARLY_01,第一混压群,thunder_chain,mix,雷羽玄鹏,逐雷鹏将,4,cross_stream,18,2,开始引入侧向夹击与小型特种怪。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w04_pre_elite,HS_EARLY_01,一精英前压场群,thunder_chain,pre_elite_1,雷羽玄鹏,逐雷鹏将,4,front_pressure,18,3,为第5波精英拉满心理预期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w06_after_elite,HS_EARLY_01,一精英后回压群,thunder_chain,after_elite_1,雷羽玄鹏,逐雷鹏将,4,side_compress,20,2,让第一次 build 选择开始发力。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w07_cross,HS_EARLY_01,交错追压群,thunder_chain,cross,雷羽玄鹏,逐雷鹏将,5,cross_stream,22,3,同时考验清怪和走位。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w08_range,HS_EARLY_01,远近混压群,thunder_chain,range_mix,雷羽玄鹏,逐雷鹏将,5,backline_mix,22,4,把远程和突进压力叠加到一起。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w09_pre_elite2,HS_EARLY_01,二精英前压测群,thunder_chain,pre_elite_2,雷羽玄鹏,逐雷鹏将,5,front_pressure,24,4,为第10波精英做最终压测。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w11_rebuild,HS_EARLY_01,重组敌潮群,thunder_chain,rebuild,雷羽玄鹏,逐雷鹏将,5,edge_ring,24,3,第10波精英后重建敌潮节奏，准备第三精英前的成型期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w12_special,HS_EARLY_01,特种混成群,thunder_chain,special,雷羽玄鹏,逐雷鹏将,5,cross_stream,26,5,明显提高特种怪占比。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w13_dense,HS_EARLY_01,高密围压群,thunder_chain,dense,雷羽玄鹏,逐雷鹏将,6,side_compress,28,5,密度持续抬升，逼迫 build 真正成型。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w14_pre_elite3,HS_EARLY_01,三精英前高压群,thunder_chain,pre_elite_3,雷羽玄鹏,逐雷鹏将,6,front_pressure,28,6,把 build 推到第三精英检验点。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w16_overdrive,HS_EARLY_01,终局蓄压群,thunder_chain,overdrive,雷羽玄鹏,逐雷鹏将,6,cross_stream,30,6,第15波后进入终局高压期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w17_surge,HS_EARLY_01,终局推进群,thunder_chain,surge,雷羽玄鹏,逐雷鹏将,6,side_compress,32,7,持续增压，不给空窗。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w18_pin,HS_EARLY_01,终局定点群,thunder_chain,pin,雷羽玄鹏,逐雷鹏将,6,front_pressure,32,8,强化定点打击与封锁感。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_w19_pre_boss,HS_EARLY_01,首领前压顶群,thunder_chain,pre_boss,雷羽玄鹏,逐雷鹏将,6,boss_guard,34,8,首领前最后压力顶峰。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_early_01_boss_support,HS_EARLY_01,首领伴生群,thunder_chain,boss_support,雷羽玄鹏,逐雷鹏将,3,boss_guard,10,6,第20波首领伴生压力，不喧宾夺主。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w01_open,HS_MID_01,开场探压群,thunder_chain,opening,裂电玄鹏,雷泽鹏侯,3,edge_ring,14,0,建立第一波压迫，帮助玩家尽快拿到前几级经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w02_stable,HS_MID_01,稳定推进群,thunder_chain,stable,裂电玄鹏,雷泽鹏侯,3,edge_ring,16,0,保持基础压迫，鼓励玩家继续走位拾取经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w03_mix,HS_MID_01,第一混压群,thunder_chain,mix,裂电玄鹏,雷泽鹏侯,4,cross_stream,18,2,开始引入侧向夹击与小型特种怪。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w04_pre_elite,HS_MID_01,一精英前压场群,thunder_chain,pre_elite_1,裂电玄鹏,雷泽鹏侯,4,front_pressure,18,3,为第5波精英拉满心理预期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w06_after_elite,HS_MID_01,一精英后回压群,thunder_chain,after_elite_1,裂电玄鹏,雷泽鹏侯,4,side_compress,20,2,让第一次 build 选择开始发力。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w07_cross,HS_MID_01,交错追压群,thunder_chain,cross,裂电玄鹏,雷泽鹏侯,5,cross_stream,22,3,同时考验清怪和走位。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w08_range,HS_MID_01,远近混压群,thunder_chain,range_mix,裂电玄鹏,雷泽鹏侯,5,backline_mix,22,4,把远程和突进压力叠加到一起。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w09_pre_elite2,HS_MID_01,二精英前压测群,thunder_chain,pre_elite_2,裂电玄鹏,雷泽鹏侯,5,front_pressure,24,4,为第10波精英做最终压测。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w11_rebuild,HS_MID_01,重组敌潮群,thunder_chain,rebuild,裂电玄鹏,雷泽鹏侯,5,edge_ring,24,3,第10波精英后重建敌潮节奏，准备第三精英前的成型期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w12_special,HS_MID_01,特种混成群,thunder_chain,special,裂电玄鹏,雷泽鹏侯,5,cross_stream,26,5,明显提高特种怪占比。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w13_dense,HS_MID_01,高密围压群,thunder_chain,dense,裂电玄鹏,雷泽鹏侯,6,side_compress,28,5,密度持续抬升，逼迫 build 真正成型。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w14_pre_elite3,HS_MID_01,三精英前高压群,thunder_chain,pre_elite_3,裂电玄鹏,雷泽鹏侯,6,front_pressure,28,6,把 build 推到第三精英检验点。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w16_overdrive,HS_MID_01,终局蓄压群,thunder_chain,overdrive,裂电玄鹏,雷泽鹏侯,6,cross_stream,30,6,第15波后进入终局高压期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w17_surge,HS_MID_01,终局推进群,thunder_chain,surge,裂电玄鹏,雷泽鹏侯,6,side_compress,32,7,持续增压，不给空窗。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w18_pin,HS_MID_01,终局定点群,thunder_chain,pin,裂电玄鹏,雷泽鹏侯,6,front_pressure,32,8,强化定点打击与封锁感。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_w19_pre_boss,HS_MID_01,首领前压顶群,thunder_chain,pre_boss,裂电玄鹏,雷泽鹏侯,6,boss_guard,34,8,首领前最后压力顶峰。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_mid_01_boss_support,HS_MID_01,首领伴生群,thunder_chain,boss_support,裂电玄鹏,雷泽鹏侯,3,boss_guard,10,6,第20波首领伴生压力，不喧宾夺主。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_late_01_w01_open,HS_LATE_01,开场探压群,thunder_chain,opening,祭坛雷鹏,祭坛镇鹏,3,edge_ring,14,0,建立第一波压迫，帮助玩家尽快拿到前几级经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_late_01_w02_stable,HS_LATE_01,稳定推进群,thunder_chain,stable,祭坛雷鹏,祭坛镇鹏,3,edge_ring,16,0,保持基础压迫，鼓励玩家继续走位拾取经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_late_01_w03_mix,HS_LATE_01,第一混压群,thunder_chain,mix,祭坛雷鹏,祭坛镇鹏,4,cross_stream,18,2,开始引入侧向夹击与小型特种怪。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_late_01_w04_pre_elite,HS_LATE_01,一精英前压场群,thunder_chain,pre_elite_1,祭坛雷鹏,祭坛镇鹏,4,front_pressure,18,3,为第5波精英拉满心理预期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_late_01_w06_after_elite,HS_LATE_01,一精英后回压群,thunder_chain,after_elite_1,祭坛雷鹏,祭坛镇鹏,4,side_compress,20,2,让第一次 build 选择开始发力。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_late_01_w07_cross,HS_LATE_01,交错追压群,thunder_chain,cross,祭坛雷鹏,祭坛镇鹏,5,cross_stream,22,3,同时考验清怪和走位。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_late_01_w08_range,HS_LATE_01,远近混压群,thunder_chain,range_mix,祭坛雷鹏,祭坛镇鹏,5,backline_mix,22,4,把远程和突进压力叠加到一起。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_late_01_w09_pre_elite2,HS_LATE_01,二精英前压测群,thunder_chain,pre_elite_2,祭坛雷鹏,祭坛镇鹏,5,front_pressure,24,4,为第10波精英做最终压测。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_late_01_w11_rebuild,HS_LATE_01,重组敌潮群,thunder_chain,rebuild,祭坛雷鹏,祭坛镇鹏,5,edge_ring,24,3,第10波精英后重建敌潮节奏，准备第三精英前的成型期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_late_01_w12_special,HS_LATE_01,特种混成群,thunder_chain,special,祭坛雷鹏,祭坛镇鹏,5,cross_stream,26,5,明显提高特种怪占比。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_late_01_w13_dense,HS_LATE_01,高密围压群,thunder_chain,dense,祭坛雷鹏,祭坛镇鹏,6,side_compress,28,5,密度持续抬升，逼迫 build 真正成型。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_late_01_w14_pre_elite3,HS_LATE_01,三精英前高压群,thunder_chain,pre_elite_3,祭坛雷鹏,祭坛镇鹏,6,front_pressure,28,6,把 build 推到第三精英检验点。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_late_01_w16_overdrive,HS_LATE_01,终局蓄压群,thunder_chain,overdrive,祭坛雷鹏,祭坛镇鹏,6,cross_stream,30,6,第15波后进入终局高压期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_late_01_w17_surge,HS_LATE_01,终局推进群,thunder_chain,surge,祭坛雷鹏,祭坛镇鹏,6,side_compress,32,7,持续增压，不给空窗。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_late_01_w18_pin,HS_LATE_01,终局定点群,thunder_chain,pin,祭坛雷鹏,祭坛镇鹏,6,front_pressure,32,8,强化定点打击与封锁感。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_late_01_w19_pre_boss,HS_LATE_01,首领前压顶群,thunder_chain,pre_boss,祭坛雷鹏,祭坛镇鹏,6,boss_guard,34,8,首领前最后压力顶峰。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
hs_late_01_boss_support,HS_LATE_01,首领伴生群,thunder_chain,boss_support,祭坛雷鹏,祭坛镇鹏,3,boss_guard,10,6,第20波首领伴生压力，不喧宾夺主。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_early_01_w01_open,LX_EARLY_01,开场探压群,void_distort,opening,裂隙魔眼,虚窥魔将,3,edge_ring,14,0,建立第一波压迫，帮助玩家尽快拿到前几级经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_early_01_w02_stable,LX_EARLY_01,稳定推进群,void_distort,stable,裂隙魔眼,虚窥魔将,3,edge_ring,16,0,保持基础压迫，鼓励玩家继续走位拾取经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_early_01_w03_mix,LX_EARLY_01,第一混压群,void_distort,mix,裂隙魔眼,虚窥魔将,4,cross_stream,18,2,开始引入侧向夹击与小型特种怪。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_early_01_w04_pre_elite,LX_EARLY_01,一精英前压场群,void_distort,pre_elite_1,裂隙魔眼,虚窥魔将,4,front_pressure,18,3,为第5波精英拉满心理预期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_early_01_w06_after_elite,LX_EARLY_01,一精英后回压群,void_distort,after_elite_1,裂隙魔眼,虚窥魔将,4,side_compress,20,2,让第一次 build 选择开始发力。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_early_01_w07_cross,LX_EARLY_01,交错追压群,void_distort,cross,裂隙魔眼,虚窥魔将,5,cross_stream,22,3,同时考验清怪和走位。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_early_01_w08_range,LX_EARLY_01,远近混压群,void_distort,range_mix,裂隙魔眼,虚窥魔将,5,backline_mix,22,4,把远程和突进压力叠加到一起。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_early_01_w09_pre_elite2,LX_EARLY_01,二精英前压测群,void_distort,pre_elite_2,裂隙魔眼,虚窥魔将,5,front_pressure,24,4,为第10波精英做最终压测。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_early_01_w11_rebuild,LX_EARLY_01,重组敌潮群,void_distort,rebuild,裂隙魔眼,虚窥魔将,5,edge_ring,24,3,第10波精英后重建敌潮节奏，准备第三精英前的成型期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_early_01_w12_special,LX_EARLY_01,特种混成群,void_distort,special,裂隙魔眼,虚窥魔将,5,cross_stream,26,5,明显提高特种怪占比。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_early_01_w13_dense,LX_EARLY_01,高密围压群,void_distort,dense,裂隙魔眼,虚窥魔将,6,side_compress,28,5,密度持续抬升，逼迫 build 真正成型。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_early_01_w14_pre_elite3,LX_EARLY_01,三精英前高压群,void_distort,pre_elite_3,裂隙魔眼,虚窥魔将,6,front_pressure,28,6,把 build 推到第三精英检验点。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_early_01_w16_overdrive,LX_EARLY_01,终局蓄压群,void_distort,overdrive,裂隙魔眼,虚窥魔将,6,cross_stream,30,6,第15波后进入终局高压期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_early_01_w17_surge,LX_EARLY_01,终局推进群,void_distort,surge,裂隙魔眼,虚窥魔将,6,side_compress,32,7,持续增压，不给空窗。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_early_01_w18_pin,LX_EARLY_01,终局定点群,void_distort,pin,裂隙魔眼,虚窥魔将,6,front_pressure,32,8,强化定点打击与封锁感。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_early_01_w19_pre_boss,LX_EARLY_01,首领前压顶群,void_distort,pre_boss,裂隙魔眼,虚窥魔将,6,boss_guard,34,8,首领前最后压力顶峰。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_early_01_boss_support,LX_EARLY_01,首领伴生群,void_distort,boss_support,裂隙魔眼,虚窥魔将,3,boss_guard,10,6,第20波首领伴生压力，不喧宾夺主。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_mid_01_w01_open,LX_MID_01,开场探压群,void_distort,opening,折光魔眼,折界瞳将,3,edge_ring,14,0,建立第一波压迫，帮助玩家尽快拿到前几级经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_mid_01_w02_stable,LX_MID_01,稳定推进群,void_distort,stable,折光魔眼,折界瞳将,3,edge_ring,16,0,保持基础压迫，鼓励玩家继续走位拾取经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_mid_01_w03_mix,LX_MID_01,第一混压群,void_distort,mix,折光魔眼,折界瞳将,4,cross_stream,18,2,开始引入侧向夹击与小型特种怪。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_mid_01_w04_pre_elite,LX_MID_01,一精英前压场群,void_distort,pre_elite_1,折光魔眼,折界瞳将,4,front_pressure,18,3,为第5波精英拉满心理预期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_mid_01_w06_after_elite,LX_MID_01,一精英后回压群,void_distort,after_elite_1,折光魔眼,折界瞳将,4,side_compress,20,2,让第一次 build 选择开始发力。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_mid_01_w07_cross,LX_MID_01,交错追压群,void_distort,cross,折光魔眼,折界瞳将,5,cross_stream,22,3,同时考验清怪和走位。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_mid_01_w08_range,LX_MID_01,远近混压群,void_distort,range_mix,折光魔眼,折界瞳将,5,backline_mix,22,4,把远程和突进压力叠加到一起。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_mid_01_w09_pre_elite2,LX_MID_01,二精英前压测群,void_distort,pre_elite_2,折光魔眼,折界瞳将,5,front_pressure,24,4,为第10波精英做最终压测。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_mid_01_w11_rebuild,LX_MID_01,重组敌潮群,void_distort,rebuild,折光魔眼,折界瞳将,5,edge_ring,24,3,第10波精英后重建敌潮节奏，准备第三精英前的成型期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_mid_01_w12_special,LX_MID_01,特种混成群,void_distort,special,折光魔眼,折界瞳将,5,cross_stream,26,5,明显提高特种怪占比。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_mid_01_w13_dense,LX_MID_01,高密围压群,void_distort,dense,折光魔眼,折界瞳将,6,side_compress,28,5,密度持续抬升，逼迫 build 真正成型。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_mid_01_w14_pre_elite3,LX_MID_01,三精英前高压群,void_distort,pre_elite_3,折光魔眼,折界瞳将,6,front_pressure,28,6,把 build 推到第三精英检验点。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_mid_01_w16_overdrive,LX_MID_01,终局蓄压群,void_distort,overdrive,折光魔眼,折界瞳将,6,cross_stream,30,6,第15波后进入终局高压期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_mid_01_w17_surge,LX_MID_01,终局推进群,void_distort,surge,折光魔眼,折界瞳将,6,side_compress,32,7,持续增压，不给空窗。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_mid_01_w18_pin,LX_MID_01,终局定点群,void_distort,pin,折光魔眼,折界瞳将,6,front_pressure,32,8,强化定点打击与封锁感。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_mid_01_w19_pre_boss,LX_MID_01,首领前压顶群,void_distort,pre_boss,折光魔眼,折界瞳将,6,boss_guard,34,8,首领前最后压力顶峰。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_mid_01_boss_support,LX_MID_01,首领伴生群,void_distort,boss_support,折光魔眼,折界瞳将,3,boss_guard,10,6,第20波首领伴生压力，不喧宾夺主。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_late_01_w01_open,LX_LATE_01,开场探压群,void_distort,opening,空冥魔眼,空冥瞳将,3,edge_ring,14,0,建立第一波压迫，帮助玩家尽快拿到前几级经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_late_01_w02_stable,LX_LATE_01,稳定推进群,void_distort,stable,空冥魔眼,空冥瞳将,3,edge_ring,16,0,保持基础压迫，鼓励玩家继续走位拾取经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_late_01_w03_mix,LX_LATE_01,第一混压群,void_distort,mix,空冥魔眼,空冥瞳将,4,cross_stream,18,2,开始引入侧向夹击与小型特种怪。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_late_01_w04_pre_elite,LX_LATE_01,一精英前压场群,void_distort,pre_elite_1,空冥魔眼,空冥瞳将,4,front_pressure,18,3,为第5波精英拉满心理预期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_late_01_w06_after_elite,LX_LATE_01,一精英后回压群,void_distort,after_elite_1,空冥魔眼,空冥瞳将,4,side_compress,20,2,让第一次 build 选择开始发力。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_late_01_w07_cross,LX_LATE_01,交错追压群,void_distort,cross,空冥魔眼,空冥瞳将,5,cross_stream,22,3,同时考验清怪和走位。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_late_01_w08_range,LX_LATE_01,远近混压群,void_distort,range_mix,空冥魔眼,空冥瞳将,5,backline_mix,22,4,把远程和突进压力叠加到一起。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_late_01_w09_pre_elite2,LX_LATE_01,二精英前压测群,void_distort,pre_elite_2,空冥魔眼,空冥瞳将,5,front_pressure,24,4,为第10波精英做最终压测。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_late_01_w11_rebuild,LX_LATE_01,重组敌潮群,void_distort,rebuild,空冥魔眼,空冥瞳将,5,edge_ring,24,3,第10波精英后重建敌潮节奏，准备第三精英前的成型期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_late_01_w12_special,LX_LATE_01,特种混成群,void_distort,special,空冥魔眼,空冥瞳将,5,cross_stream,26,5,明显提高特种怪占比。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_late_01_w13_dense,LX_LATE_01,高密围压群,void_distort,dense,空冥魔眼,空冥瞳将,6,side_compress,28,5,密度持续抬升，逼迫 build 真正成型。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_late_01_w14_pre_elite3,LX_LATE_01,三精英前高压群,void_distort,pre_elite_3,空冥魔眼,空冥瞳将,6,front_pressure,28,6,把 build 推到第三精英检验点。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_late_01_w16_overdrive,LX_LATE_01,终局蓄压群,void_distort,overdrive,空冥魔眼,空冥瞳将,6,cross_stream,30,6,第15波后进入终局高压期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_late_01_w17_surge,LX_LATE_01,终局推进群,void_distort,surge,空冥魔眼,空冥瞳将,6,side_compress,32,7,持续增压，不给空窗。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_late_01_w18_pin,LX_LATE_01,终局定点群,void_distort,pin,空冥魔眼,空冥瞳将,6,front_pressure,32,8,强化定点打击与封锁感。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_late_01_w19_pre_boss,LX_LATE_01,首领前压顶群,void_distort,pre_boss,空冥魔眼,空冥瞳将,6,boss_guard,34,8,首领前最后压力顶峰。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
lx_late_01_boss_support,LX_LATE_01,首领伴生群,void_distort,boss_support,空冥魔眼,空冥瞳将,3,boss_guard,10,6,第20波首领伴生压力，不喧宾夺主。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
