enemyGroupId,stageId,groupName,themeTag,groupRole,normalEnemyRef,supportEnemyRef,spawnBatchSize,spawnOriginRule,maxAliveNormal,maxAliveSupport,pressureIntent,notes
ht_early_01_w01_open,HT_EARLY_01,开场探压群,stone_crush,opening,荒原石傀,碎岳石将,3,edge_ring,14,0,建立第一波压迫，帮助玩家尽快拿到前几级经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_early_01_w02_stable,HT_EARLY_01,稳定推进群,stone_crush,stable,荒原石傀,碎岳石将,3,edge_ring,16,0,保持基础压迫，鼓励玩家继续走位拾取经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_early_01_w03_mix,HT_EARLY_01,第一混压群,stone_crush,mix,荒原石傀,碎岳石将,4,cross_stream,18,2,开始引入侧向夹击与小型特种怪。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_early_01_w04_pre_elite,HT_EARLY_01,一精英前压场群,stone_crush,pre_elite_1,荒原石傀,碎岳石将,4,front_pressure,18,3,为第5波精英拉满心理预期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_early_01_w06_after_elite,HT_EARLY_01,一精英后回压群,stone_crush,after_elite_1,荒原石傀,碎岳石将,4,side_compress,20,2,让第一次 build 选择开始发力。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_early_01_w07_cross,HT_EARLY_01,交错追压群,stone_crush,cross,荒原石傀,碎岳石将,5,cross_stream,22,3,同时考验清怪和走位。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_early_01_w08_range,HT_EARLY_01,远近混压群,stone_crush,range_mix,荒原石傀,碎岳石将,5,backline_mix,22,4,把远程和突进压力叠加到一起。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_early_01_w09_pre_elite2,HT_EARLY_01,二精英前压测群,stone_crush,pre_elite_2,荒原石傀,碎岳石将,5,front_pressure,24,4,为第10波精英做最终压测。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_early_01_w11_rebuild,HT_EARLY_01,重组敌潮群,stone_crush,rebuild,荒原石傀,碎岳石将,5,edge_ring,24,3,第10波精英后重建敌潮节奏，准备第三精英前的成型期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_early_01_w12_special,HT_EARLY_01,特种混成群,stone_crush,special,荒原石傀,碎岳石将,5,cross_stream,26,5,明显提高特种怪占比。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_early_01_w13_dense,HT_EARLY_01,高密围压群,stone_crush,dense,荒原石傀,碎岳石将,6,side_compress,28,5,密度持续抬升，逼迫 build 真正成型。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_early_01_w14_pre_elite3,HT_EARLY_01,三精英前高压群,stone_crush,pre_elite_3,荒原石傀,碎岳石将,6,front_pressure,28,6,把 build 推到第三精英检验点。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_early_01_w16_overdrive,HT_EARLY_01,终局蓄压群,stone_crush,overdrive,荒原石傀,碎岳石将,6,cross_stream,30,6,第15波后进入终局高压期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_early_01_w17_surge,HT_EARLY_01,终局推进群,stone_crush,surge,荒原石傀,碎岳石将,6,side_compress,32,7,持续增压，不给空窗。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_early_01_w18_pin,HT_EARLY_01,终局定点群,stone_crush,pin,荒原石傀,碎岳石将,6,front_pressure,32,8,强化定点打击与封锁感。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_early_01_w19_pre_boss,HT_EARLY_01,首领前压顶群,stone_crush,pre_boss,荒原石傀,碎岳石将,6,boss_guard,34,8,首领前最后压力顶峰。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_early_01_boss_support,HT_EARLY_01,首领伴生群,stone_crush,boss_support,荒原石傀,碎岳石将,3,boss_guard,10,6,第20波首领伴生压力，不喧宾夺主。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_mid_01_w01_open,HT_MID_01,开场探压群,stone_crush,opening,合元石傀,合元石侯,3,edge_ring,14,0,建立第一波压迫，帮助玩家尽快拿到前几级经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_mid_01_w02_stable,HT_MID_01,稳定推进群,stone_crush,stable,合元石傀,合元石侯,3,edge_ring,16,0,保持基础压迫，鼓励玩家继续走位拾取经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_mid_01_w03_mix,HT_MID_01,第一混压群,stone_crush,mix,合元石傀,合元石侯,4,cross_stream,18,2,开始引入侧向夹击与小型特种怪。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_mid_01_w04_pre_elite,HT_MID_01,一精英前压场群,stone_crush,pre_elite_1,合元石傀,合元石侯,4,front_pressure,18,3,为第5波精英拉满心理预期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_mid_01_w06_after_elite,HT_MID_01,一精英后回压群,stone_crush,after_elite_1,合元石傀,合元石侯,4,side_compress,20,2,让第一次 build 选择开始发力。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_mid_01_w07_cross,HT_MID_01,交错追压群,stone_crush,cross,合元石傀,合元石侯,5,cross_stream,22,3,同时考验清怪和走位。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_mid_01_w08_range,HT_MID_01,远近混压群,stone_crush,range_mix,合元石傀,合元石侯,5,backline_mix,22,4,把远程和突进压力叠加到一起。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_mid_01_w09_pre_elite2,HT_MID_01,二精英前压测群,stone_crush,pre_elite_2,合元石傀,合元石侯,5,front_pressure,24,4,为第10波精英做最终压测。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_mid_01_w11_rebuild,HT_MID_01,重组敌潮群,stone_crush,rebuild,合元石傀,合元石侯,5,edge_ring,24,3,第10波精英后重建敌潮节奏，准备第三精英前的成型期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_mid_01_w12_special,HT_MID_01,特种混成群,stone_crush,special,合元石傀,合元石侯,5,cross_stream,26,5,明显提高特种怪占比。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_mid_01_w13_dense,HT_MID_01,高密围压群,stone_crush,dense,合元石傀,合元石侯,6,side_compress,28,5,密度持续抬升，逼迫 build 真正成型。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_mid_01_w14_pre_elite3,HT_MID_01,三精英前高压群,stone_crush,pre_elite_3,合元石傀,合元石侯,6,front_pressure,28,6,把 build 推到第三精英检验点。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_mid_01_w16_overdrive,HT_MID_01,终局蓄压群,stone_crush,overdrive,合元石傀,合元石侯,6,cross_stream,30,6,第15波后进入终局高压期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_mid_01_w17_surge,HT_MID_01,终局推进群,stone_crush,surge,合元石傀,合元石侯,6,side_compress,32,7,持续增压，不给空窗。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_mid_01_w18_pin,HT_MID_01,终局定点群,stone_crush,pin,合元石傀,合元石侯,6,front_pressure,32,8,强化定点打击与封锁感。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_mid_01_w19_pre_boss,HT_MID_01,首领前压顶群,stone_crush,pre_boss,合元石傀,合元石侯,6,boss_guard,34,8,首领前最后压力顶峰。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_mid_01_boss_support,HT_MID_01,首领伴生群,stone_crush,boss_support,合元石傀,合元石侯,3,boss_guard,10,6,第20波首领伴生压力，不喧宾夺主。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_late_01_w01_open,HT_LATE_01,开场探压群,stone_crush,opening,归一石傀,归殿石君,3,edge_ring,14,0,建立第一波压迫，帮助玩家尽快拿到前几级经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_late_01_w02_stable,HT_LATE_01,稳定推进群,stone_crush,stable,归一石傀,归殿石君,3,edge_ring,16,0,保持基础压迫，鼓励玩家继续走位拾取经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_late_01_w03_mix,HT_LATE_01,第一混压群,stone_crush,mix,归一石傀,归殿石君,4,cross_stream,18,2,开始引入侧向夹击与小型特种怪。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_late_01_w04_pre_elite,HT_LATE_01,一精英前压场群,stone_crush,pre_elite_1,归一石傀,归殿石君,4,front_pressure,18,3,为第5波精英拉满心理预期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_late_01_w06_after_elite,HT_LATE_01,一精英后回压群,stone_crush,after_elite_1,归一石傀,归殿石君,4,side_compress,20,2,让第一次 build 选择开始发力。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_late_01_w07_cross,HT_LATE_01,交错追压群,stone_crush,cross,归一石傀,归殿石君,5,cross_stream,22,3,同时考验清怪和走位。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_late_01_w08_range,HT_LATE_01,远近混压群,stone_crush,range_mix,归一石傀,归殿石君,5,backline_mix,22,4,把远程和突进压力叠加到一起。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_late_01_w09_pre_elite2,HT_LATE_01,二精英前压测群,stone_crush,pre_elite_2,归一石傀,归殿石君,5,front_pressure,24,4,为第10波精英做最终压测。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_late_01_w11_rebuild,HT_LATE_01,重组敌潮群,stone_crush,rebuild,归一石傀,归殿石君,5,edge_ring,24,3,第10波精英后重建敌潮节奏，准备第三精英前的成型期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_late_01_w12_special,HT_LATE_01,特种混成群,stone_crush,special,归一石傀,归殿石君,5,cross_stream,26,5,明显提高特种怪占比。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_late_01_w13_dense,HT_LATE_01,高密围压群,stone_crush,dense,归一石傀,归殿石君,6,side_compress,28,5,密度持续抬升，逼迫 build 真正成型。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_late_01_w14_pre_elite3,HT_LATE_01,三精英前高压群,stone_crush,pre_elite_3,归一石傀,归殿石君,6,front_pressure,28,6,把 build 推到第三精英检验点。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_late_01_w16_overdrive,HT_LATE_01,终局蓄压群,stone_crush,overdrive,归一石傀,归殿石君,6,cross_stream,30,6,第15波后进入终局高压期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_late_01_w17_surge,HT_LATE_01,终局推进群,stone_crush,surge,归一石傀,归殿石君,6,side_compress,32,7,持续增压，不给空窗。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_late_01_w18_pin,HT_LATE_01,终局定点群,stone_crush,pin,归一石傀,归殿石君,6,front_pressure,32,8,强化定点打击与封锁感。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_late_01_w19_pre_boss,HT_LATE_01,首领前压顶群,stone_crush,pre_boss,归一石傀,归殿石君,6,boss_guard,34,8,首领前最后压力顶峰。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
ht_late_01_boss_support,HT_LATE_01,首领伴生群,stone_crush,boss_support,归一石傀,归殿石君,3,boss_guard,10,6,第20波首领伴生压力，不喧宾夺主。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_early_01_w01_open,DC_EARLY_01,开场探压群,celestial_snake,opening,星阙灵蛇,巡星蛇将,3,edge_ring,14,0,建立第一波压迫，帮助玩家尽快拿到前几级经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_early_01_w02_stable,DC_EARLY_01,稳定推进群,celestial_snake,stable,星阙灵蛇,巡星蛇将,3,edge_ring,16,0,保持基础压迫，鼓励玩家继续走位拾取经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_early_01_w03_mix,DC_EARLY_01,第一混压群,celestial_snake,mix,星阙灵蛇,巡星蛇将,4,cross_stream,18,2,开始引入侧向夹击与小型特种怪。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_early_01_w04_pre_elite,DC_EARLY_01,一精英前压场群,celestial_snake,pre_elite_1,星阙灵蛇,巡星蛇将,4,front_pressure,18,3,为第5波精英拉满心理预期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_early_01_w06_after_elite,DC_EARLY_01,一精英后回压群,celestial_snake,after_elite_1,星阙灵蛇,巡星蛇将,4,side_compress,20,2,让第一次 build 选择开始发力。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_early_01_w07_cross,DC_EARLY_01,交错追压群,celestial_snake,cross,星阙灵蛇,巡星蛇将,5,cross_stream,22,3,同时考验清怪和走位。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_early_01_w08_range,DC_EARLY_01,远近混压群,celestial_snake,range_mix,星阙灵蛇,巡星蛇将,5,backline_mix,22,4,把远程和突进压力叠加到一起。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_early_01_w09_pre_elite2,DC_EARLY_01,二精英前压测群,celestial_snake,pre_elite_2,星阙灵蛇,巡星蛇将,5,front_pressure,24,4,为第10波精英做最终压测。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_early_01_w11_rebuild,DC_EARLY_01,重组敌潮群,celestial_snake,rebuild,星阙灵蛇,巡星蛇将,5,edge_ring,24,3,第10波精英后重建敌潮节奏，准备第三精英前的成型期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_early_01_w12_special,DC_EARLY_01,特种混成群,celestial_snake,special,星阙灵蛇,巡星蛇将,5,cross_stream,26,5,明显提高特种怪占比。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_early_01_w13_dense,DC_EARLY_01,高密围压群,celestial_snake,dense,星阙灵蛇,巡星蛇将,6,side_compress,28,5,密度持续抬升，逼迫 build 真正成型。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_early_01_w14_pre_elite3,DC_EARLY_01,三精英前高压群,celestial_snake,pre_elite_3,星阙灵蛇,巡星蛇将,6,front_pressure,28,6,把 build 推到第三精英检验点。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_early_01_w16_overdrive,DC_EARLY_01,终局蓄压群,celestial_snake,overdrive,星阙灵蛇,巡星蛇将,6,cross_stream,30,6,第15波后进入终局高压期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_early_01_w17_surge,DC_EARLY_01,终局推进群,celestial_snake,surge,星阙灵蛇,巡星蛇将,6,side_compress,32,7,持续增压，不给空窗。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_early_01_w18_pin,DC_EARLY_01,终局定点群,celestial_snake,pin,星阙灵蛇,巡星蛇将,6,front_pressure,32,8,强化定点打击与封锁感。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_early_01_w19_pre_boss,DC_EARLY_01,首领前压顶群,celestial_snake,pre_boss,星阙灵蛇,巡星蛇将,6,boss_guard,34,8,首领前最后压力顶峰。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_early_01_boss_support,DC_EARLY_01,首领伴生群,celestial_snake,boss_support,星阙灵蛇,巡星蛇将,3,boss_guard,10,6,第20波首领伴生压力，不喧宾夺主。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_mid_01_w01_open,DC_MID_01,开场探压群,celestial_snake,opening,桥巡灵蛇,长桥蛇侯,3,edge_ring,14,0,建立第一波压迫，帮助玩家尽快拿到前几级经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_mid_01_w02_stable,DC_MID_01,稳定推进群,celestial_snake,stable,桥巡灵蛇,长桥蛇侯,3,edge_ring,16,0,保持基础压迫，鼓励玩家继续走位拾取经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_mid_01_w03_mix,DC_MID_01,第一混压群,celestial_snake,mix,桥巡灵蛇,长桥蛇侯,4,cross_stream,18,2,开始引入侧向夹击与小型特种怪。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_mid_01_w04_pre_elite,DC_MID_01,一精英前压场群,celestial_snake,pre_elite_1,桥巡灵蛇,长桥蛇侯,4,front_pressure,18,3,为第5波精英拉满心理预期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_mid_01_w06_after_elite,DC_MID_01,一精英后回压群,celestial_snake,after_elite_1,桥巡灵蛇,长桥蛇侯,4,side_compress,20,2,让第一次 build 选择开始发力。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_mid_01_w07_cross,DC_MID_01,交错追压群,celestial_snake,cross,桥巡灵蛇,长桥蛇侯,5,cross_stream,22,3,同时考验清怪和走位。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_mid_01_w08_range,DC_MID_01,远近混压群,celestial_snake,range_mix,桥巡灵蛇,长桥蛇侯,5,backline_mix,22,4,把远程和突进压力叠加到一起。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_mid_01_w09_pre_elite2,DC_MID_01,二精英前压测群,celestial_snake,pre_elite_2,桥巡灵蛇,长桥蛇侯,5,front_pressure,24,4,为第10波精英做最终压测。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_mid_01_w11_rebuild,DC_MID_01,重组敌潮群,celestial_snake,rebuild,桥巡灵蛇,长桥蛇侯,5,edge_ring,24,3,第10波精英后重建敌潮节奏，准备第三精英前的成型期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_mid_01_w12_special,DC_MID_01,特种混成群,celestial_snake,special,桥巡灵蛇,长桥蛇侯,5,cross_stream,26,5,明显提高特种怪占比。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_mid_01_w13_dense,DC_MID_01,高密围压群,celestial_snake,dense,桥巡灵蛇,长桥蛇侯,6,side_compress,28,5,密度持续抬升，逼迫 build 真正成型。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_mid_01_w14_pre_elite3,DC_MID_01,三精英前高压群,celestial_snake,pre_elite_3,桥巡灵蛇,长桥蛇侯,6,front_pressure,28,6,把 build 推到第三精英检验点。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_mid_01_w16_overdrive,DC_MID_01,终局蓄压群,celestial_snake,overdrive,桥巡灵蛇,长桥蛇侯,6,cross_stream,30,6,第15波后进入终局高压期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_mid_01_w17_surge,DC_MID_01,终局推进群,celestial_snake,surge,桥巡灵蛇,长桥蛇侯,6,side_compress,32,7,持续增压，不给空窗。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_mid_01_w18_pin,DC_MID_01,终局定点群,celestial_snake,pin,桥巡灵蛇,长桥蛇侯,6,front_pressure,32,8,强化定点打击与封锁感。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_mid_01_w19_pre_boss,DC_MID_01,首领前压顶群,celestial_snake,pre_boss,桥巡灵蛇,长桥蛇侯,6,boss_guard,34,8,首领前最后压力顶峰。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_mid_01_boss_support,DC_MID_01,首领伴生群,celestial_snake,boss_support,桥巡灵蛇,长桥蛇侯,3,boss_guard,10,6,第20波首领伴生压力，不喧宾夺主。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_late_01_w01_open,DC_LATE_01,开场探压群,celestial_snake,opening,神庭灵蛇,神庭玄螭,3,edge_ring,14,0,建立第一波压迫，帮助玩家尽快拿到前几级经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_late_01_w02_stable,DC_LATE_01,稳定推进群,celestial_snake,stable,神庭灵蛇,神庭玄螭,3,edge_ring,16,0,保持基础压迫，鼓励玩家继续走位拾取经验。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_late_01_w03_mix,DC_LATE_01,第一混压群,celestial_snake,mix,神庭灵蛇,神庭玄螭,4,cross_stream,18,2,开始引入侧向夹击与小型特种怪。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_late_01_w04_pre_elite,DC_LATE_01,一精英前压场群,celestial_snake,pre_elite_1,神庭灵蛇,神庭玄螭,4,front_pressure,18,3,为第5波精英拉满心理预期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_late_01_w06_after_elite,DC_LATE_01,一精英后回压群,celestial_snake,after_elite_1,神庭灵蛇,神庭玄螭,4,side_compress,20,2,让第一次 build 选择开始发力。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_late_01_w07_cross,DC_LATE_01,交错追压群,celestial_snake,cross,神庭灵蛇,神庭玄螭,5,cross_stream,22,3,同时考验清怪和走位。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_late_01_w08_range,DC_LATE_01,远近混压群,celestial_snake,range_mix,神庭灵蛇,神庭玄螭,5,backline_mix,22,4,把远程和突进压力叠加到一起。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_late_01_w09_pre_elite2,DC_LATE_01,二精英前压测群,celestial_snake,pre_elite_2,神庭灵蛇,神庭玄螭,5,front_pressure,24,4,为第10波精英做最终压测。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_late_01_w11_rebuild,DC_LATE_01,重组敌潮群,celestial_snake,rebuild,神庭灵蛇,神庭玄螭,5,edge_ring,24,3,第10波精英后重建敌潮节奏，准备第三精英前的成型期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_late_01_w12_special,DC_LATE_01,特种混成群,celestial_snake,special,神庭灵蛇,神庭玄螭,5,cross_stream,26,5,明显提高特种怪占比。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_late_01_w13_dense,DC_LATE_01,高密围压群,celestial_snake,dense,神庭灵蛇,神庭玄螭,6,side_compress,28,5,密度持续抬升，逼迫 build 真正成型。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_late_01_w14_pre_elite3,DC_LATE_01,三精英前高压群,celestial_snake,pre_elite_3,神庭灵蛇,神庭玄螭,6,front_pressure,28,6,把 build 推到第三精英检验点。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_late_01_w16_overdrive,DC_LATE_01,终局蓄压群,celestial_snake,overdrive,神庭灵蛇,神庭玄螭,6,cross_stream,30,6,第15波后进入终局高压期。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_late_01_w17_surge,DC_LATE_01,终局推进群,celestial_snake,surge,神庭灵蛇,神庭玄螭,6,side_compress,32,7,持续增压，不给空窗。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_late_01_w18_pin,DC_LATE_01,终局定点群,celestial_snake,pin,神庭灵蛇,神庭玄螭,6,front_pressure,32,8,强化定点打击与封锁感。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
dc_late_01_w19_pre_boss,DC_LATE_01,首领前压顶群,celestial_snake,pre_boss,神庭灵蛇,神庭玄螭,6,boss_guard,34,8,首领前最后压力顶峰。,当前20波轻肉鸽敌群真源，不允许运行时公式拼群。
